rep,method,subgroup,n_patients,precision_mean,recall_mean,jaccard_mean,mean_n_selected,target_k
0,L-Concrete_smooth,0,23,0.12307602036450635,0.19130434782608705,0.08066561200055024,23.52173913043478,
0,L-Concrete_smooth,1,132,0.13341022394999086,0.1747474747474747,0.08178933603981368,20.022727272727273,
0,L-Concrete_smooth,2,62,0.08464725846158001,0.07526881720430108,0.04057275928095829,12.951612903225806,
0,L-Concrete_smooth,3,42,0.07926244063005773,0.14126984126984127,0.05227054252977953,28.80952380952381,
0,coxnet_global,0,23,0.0833333333333333,0.13333333333333333,0.05405405405405404,24.0,20.0
0,coxnet_global,1,132,0.125,0.19999999999999996,0.08333333333333331,24.0,20.0
0,coxnet_global,2,62,0.04166666666666665,0.06666666666666667,0.026315789473684216,24.0,20.0
0,coxnet_global,3,42,0.20833333333333337,0.3333333333333333,0.1470588235294118,24.0,20.0
1,L-Concrete_smooth,0,28,0.05531678243569942,0.07857142857142858,0.033627016900524734,21.642857142857142,
1,L-Concrete_smooth,1,129,0.11671550945400233,0.10232558139534884,0.0568389028634624,14.286821705426357,
1,L-Concrete_smooth,2,56,0.16405260733762814,0.14999999999999997,0.08339731928564888,14.732142857142858,
1,L-Concrete_smooth,3,46,0.23797349667498538,0.38840579710144923,0.16845187650632365,26.47826086956522,
1,coxnet_global,0,28,0.0,0.0,0.0,19.0,17.0
1,coxnet_global,1,129,0.05263157894736842,0.06666666666666667,0.030303030303030304,19.0,17.0
1,coxnet_global,2,56,0.10526315789473684,0.13333333333333333,0.0625,19.0,17.0
1,coxnet_global,3,46,0.10526315789473688,0.1333333333333334,0.0625,19.0,17.0
2,L-Concrete_smooth,0,19,0.0404297987711544,0.06315789473684211,0.02527908545430932,23.894736842105264,
2,L-Concrete_smooth,1,141,0.2048979647275922,0.23593380614657208,0.12231644253596538,18.70921985815603,
2,L-Concrete_smooth,2,59,0.13974658521092484,0.11751412429378531,0.06739205518659817,13.830508474576272,
2,L-Concrete_smooth,3,40,0.16258308104969135,0.34500000000000003,0.12312379983005735,32.525,
2,coxnet_global,0,19,0.0,0.0,0.0,18.0,20.0
2,coxnet_global,1,141,0.11111111111111112,0.1333333333333333,0.06451612903225806,18.0,20.0
2,coxnet_global,2,59,0.05555555555555555,0.06666666666666667,0.03125,18.0,20.0
2,coxnet_global,3,40,0.22222222222222224,0.26666666666666666,0.13793103448275862,18.0,20.0
3,L-Concrete_smooth,0,32,0.046357695209803304,0.08333333333333334,0.031076621937720508,25.4375,
3,L-Concrete_smooth,1,122,0.19511284674908233,0.16502732240437162,0.09691507330724985,13.581967213114755,
3,L-Concrete_smooth,2,62,0.12112942219564482,0.11827956989247311,0.06307605451987389,15.596774193548388,
3,L-Concrete_smooth,3,43,0.1111177836037506,0.22170542635658919,0.07951744725201028,29.348837209302324,
3,coxnet_global,0,32,0.0625,0.06666666666666667,0.03333333333333333,16.0,18.0
3,coxnet_global,1,122,0.0625,0.06666666666666667,0.03333333333333333,16.0,18.0
3,coxnet_global,2,62,0.0625,0.06666666666666667,0.03333333333333333,16.0,18.0
3,coxnet_global,3,43,0.0625,0.06666666666666668,0.03333333333333334,16.0,18.0
4,L-Concrete_smooth,0,27,0.09439667697665632,0.1308641975308642,0.05822552307135759,21.0,
4,L-Concrete_smooth,1,120,0.12361632310766615,0.1272222222222222,0.06582408908206229,16.333333333333332,
4,L-Concrete_smooth,2,57,0.07207451277341341,0.06432748538011696,0.03534473832459708,13.228070175438596,
4,L-Concrete_smooth,3,55,0.1713428155192178,0.349090909090909,0.1262576204029629,31.818181818181817,
4,coxnet_global,0,27,0.10526315789473682,0.13333333333333333,0.0625,19.0,19.0
4,coxnet_global,1,120,0.0,0.0,0.0,19.0,19.0
4,coxnet_global,2,57,0.05263157894736842,0.06666666666666667,0.030303030303030304,19.0,19.0
4,coxnet_global,3,55,0.21052631578947376,0.2666666666666668,0.1333333333333334,19.0,19.0
5,L-Concrete_smooth,0,28,0.04213112239471477,0.08571428571428573,0.02922050831129454,29.857142857142858,
5,L-Concrete_smooth,1,125,0.13214093778633612,0.12479999999999997,0.067812680939353,15.888,
5,L-Concrete_smooth,2,62,0.1569681193317965,0.1580645161290322,0.08546708381564641,15.741935483870968,
5,L-Concrete_smooth,3,44,0.08711156841908746,0.14848484848484853,0.0567177375302772,27.227272727272727,
5,coxnet_global,0,28,0.0,0.0,0.0,17.0,19.0
5,coxnet_global,1,125,0.11764705882352941,0.1333333333333333,0.06666666666666665,17.0,19.0
5,coxnet_global,2,62,0.17647058823529407,0.19999999999999993,0.103448275862069,17.0,19.0
5,coxnet_global,3,44,0.11764705882352938,0.13333333333333336,0.06666666666666668,17.0,19.0
